pid,name,date_of_birth,date_of_death
2745526,Manuel Núñez Yanowsky,1942-07-22T00:00:00Z,
2745340,Henri Bouchard,1875-12-13T00:00:00Z,1960-11-30T00:00:00Z
2035476,Willem Kloos,1904-03-21T00:00:00Z,1960-11-24T00:00:00Z
2038115,Otto Apel,1906-12-30T00:00:00Z,1966-03-19T00:00:00Z
2038303,Otto Bongartz,1895-07-18T00:00:00Z,1970-05-21T00:00:00Z
2361926,Domenico da Cortona,1465-01-01T00:00:00Z,1549-01-01T00:00:00Z
2361926,Domenico da Cortona,1470-01-01T00:00:00Z,1549-01-01T00:00:00Z
2359508,Kees de Bever,1897-03-26T00:00:00Z,1965-01-09T00:00:00Z
2363876,Fyodor Lidval,1870-06-01T00:00:00Z,1945-03-14T00:00:00Z
1979163,Roman Klein,1858-03-31T00:00:00Z,1924-05-03T00:00:00Z
2285605,Cees Rienks de Boer,1881-08-03T00:00:00Z,1966-01-04T00:00:00Z
2283880,Siegfried Wolske,1925-12-25T00:00:00Z,2005-12-12T00:00:00Z
1466313,Fritz G. Winter,1910-03-22T00:00:00Z,1986-11-12T00:00:00Z
1466263,Fritz Freymüller,1882-06-15T00:00:00Z,1950-09-13T00:00:00Z
1976165,Joan Vallvé i Creus,1910-01-01T00:00:00Z,1988-01-01T00:00:00Z
2958601,Charles Bourgeois,1878-01-01T00:00:00Z,1941-01-01T00:00:00Z
2958530,Charles Benvignat,1805-12-24T00:00:00Z,1877-05-21T00:00:00Z
2755036,Andrea Zorzi,1965-07-29T00:00:00Z,
2755095,Flaminio Ponzio,1560-01-01T00:00:00Z,1613-01-01T00:00:00Z
2754778,Thomas Sandby,1721-01-01T00:00:00Z,1798-06-25T00:00:00Z
2362328,Giuseppe Castellucci,1863-04-28T00:00:00Z,1939-04-08T00:00:00Z
2363548,Edmond Galoppin,1851-01-01T00:00:00Z,1919-01-01T00:00:00Z
2039791,Otto Linder,1891-04-24T00:00:00Z,1976-05-26T00:00:00Z
2039650,Otto Kuhlmann,1873-04-22T00:00:00Z,1948-09-08T00:00:00Z
2811177,Rudy Ricciotti,1952-08-22T00:00:00Z,
1461800,Friedrich Rumpf,1795-03-01T00:00:00Z,1867-03-16T00:00:00Z
1461871,Friedrich Schachner,1841-12-14T00:00:00Z,1907-11-07T00:00:00Z
1462225,Friedrich Setz,1837-08-20T00:00:00Z,1907-02-26T00:00:00Z
2281954,Edward Sorin,1814-02-06T00:00:00Z,1893-10-31T00:00:00Z
2279600,Jacob Frederik Klinkhamer,1854-06-21T00:00:00Z,1928-12-12T00:00:00Z
2279600,Jacob Frederik Klinkhamer,1854-06-21T00:00:00Z,1928-01-01T00:00:00Z
1462904,Friedrich Wilhelm Buttel,1796-12-01T00:00:00Z,1869-11-04T00:00:00Z
1462934,Friedrich Wilhelm Dietrichs,1702-04-10T00:00:00Z,1782-12-13T00:00:00Z
1463074,Friedrich Wilhelm Kraemer,1907-05-10T00:00:00Z,1990-04-18T00:00:00Z
2038914,Otto Goetze,1832-01-05T00:00:00Z,1894-05-04T00:00:00Z
2038529,Otto Dreyer,1897-04-25T00:00:00Z,1972-11-18T00:00:00Z
2039510,Otto Kerwien,1860-01-01T00:00:00Z,1907-01-01T00:00:00Z
2038612,Otto Engler,1861-12-15T00:00:00Z,1940-09-23T00:00:00Z
1462489,Friedrich Theodor Fischer,1803-09-08T00:00:00Z,1867-11-14T00:00:00Z
1463090,Friedrich Wilhelm Langerhans,1780-10-16T00:00:00Z,1851-04-16T00:00:00Z
1463524,Gyula Wagner,1851-11-28T00:00:00Z,1937-10-15T00:00:00Z
1464519,Ricarda Dietz,1939-01-01T00:00:00Z,
1464082,Antal Weber,1823-10-09T00:00:00Z,1886-08-04T00:00:00Z
1463653,Friedrich von Delius,1881-06-03T00:00:00Z,1967-10-12T00:00:00Z
1464164,Károly Weichinger,1893-10-12T00:00:00Z,1982-01-25T00:00:00Z
2040458,Otto Schmid,1857-07-27T00:00:00Z,1921-04-18T00:00:00Z
2040340,Otto Roth,1904-01-01T00:00:00Z,1994-01-01T00:00:00Z
2959551,Charles Laisné,1819-01-03T00:00:00Z,1891-01-14T00:00:00Z
2820019,Aarne Ervi,1910-05-19T00:00:00Z,1977-09-26T00:00:00Z
2816059,Michele Campanella,1947-06-05T00:00:00Z,
2780175,Jan van der Laan,1896-05-04T00:00:00Z,1966-08-24T00:00:00Z
2959137,Charles Frédéric Chassériau,1802-01-09T00:00:00Z,1896-01-11T00:00:00Z
2370281,Philippe Liébert,1733-08-09T00:00:00Z,1804-09-23T00:00:00Z
2375089,Jean-Benoît-Vincent Barré,1735-01-01T00:00:00Z,1824-01-27T00:00:00Z
2958459,Charles B. Atwood,1849-01-01T00:00:00Z,1895-01-01T00:00:00Z
2958395,Charles André,1841-01-01T00:00:00Z,1928-01-01T00:00:00Z
2326447,Gerrit Versteeg,1872-08-02T00:00:00Z,1938-01-01T00:00:00Z
2288279,Simpert Kramer,1679-10-02T00:00:00Z,1753-01-14T00:00:00Z
2293604,Karel Sijmons,1908-12-28T00:00:00Z,1989-12-15T00:00:00Z
2040025,Otto Müller-Jena,1875-05-08T00:00:00Z,1958-08-12T00:00:00Z
2040191,Otto Prossinger,1906-04-29T00:00:00Z,1987-06-27T00:00:00Z
2040119,Otto Paul Burghardt,1875-01-17T00:00:00Z,1959-12-29T00:00:00Z
2039862,Otto Mallaun,1874-01-01T00:00:00Z,1957-06-21T00:00:00Z
2360959,Louis de Cormontaigne,1696-05-04T00:00:00Z,1752-10-20T00:00:00Z
2361144,Ronald Fream,1943-01-01T00:00:00Z,
2360514,Jacques Wirtz,1924-12-31T00:00:00Z,2018-07-21T00:00:00Z
2958496,Charles Bassi,1772-11-22T00:00:00Z,1840-01-11T00:00:00Z
1977144,Gerard Holt,1904-06-16T00:00:00Z,1988-02-14T00:00:00Z
2958870,Charles Delfante,1926-09-01T00:00:00Z,2012-01-03T00:00:00Z
2958852,Charles Daudelin,1920-10-01T00:00:00Z,2001-04-02T00:00:00Z
2958983,Charles Duval,1800-06-05T00:00:00Z,1876-01-01T00:00:00Z
2958924,Charles Dombre,1814-04-11T00:00:00Z,1887-12-26T00:00:00Z
2958911,Charles Didion,1803-01-30T00:00:00Z,1882-01-26T00:00:00Z
2959468,Charles Joly-Leterme,1805-06-09T00:00:00Z,1885-01-09T00:00:00Z
2959192,Charles Genuys,1852-10-09T00:00:00Z,1928-12-08T00:00:00Z
2959422,Charles Isabelle,1800-02-24T00:00:00Z,1880-05-01T00:00:00Z
2959459,Charles Joachim Bénard,1750-05-01T00:00:00Z,
1466869,Fritz Judtmann,1899-06-15T00:00:00Z,1968-12-10T00:00:00Z
1347401,William Mulholland,1855-09-11T00:00:00Z,1935-07-22T00:00:00Z
1983075,Jan Mol,1893-01-04T00:00:00Z,1962-09-04T00:00:00Z
1982791,Hans van Heeswijk,1952-01-29T00:00:00Z,
1347657,Giancarlo De Carlo,1919-12-12T00:00:00Z,2005-06-04T00:00:00Z
1347934,William Thornton,1759-05-20T00:00:00Z,1828-03-28T00:00:00Z
2363703,Émile André,1871-08-22T00:00:00Z,1933-03-10T00:00:00Z
2375773,Jules-Jacques Van Ysendijck,1836-10-17T00:00:00Z,1901-03-17T00:00:00Z
2375384,Jules Kayser,1879-10-02T00:00:00Z,1963-10-20T00:00:00Z
2277902,Anthonie Oudijk,1811-09-08T00:00:00Z,1868-12-11T00:00:00Z
2278679,Claude Kelly,1980-12-28T00:00:00Z,
1988523,Julian Zachariewicz,1837-07-17T00:00:00Z,1898-12-27T00:00:00Z
1982522,Gerard Snelder,1913-04-21T00:00:00Z,2001-04-18T00:00:00Z
1980574,Karl Blank,1728-01-01T00:00:00Z,1793-01-01T00:00:00Z
1979343,Berend Tobia Boeyinga,1886-03-27T00:00:00Z,1969-11-06T00:00:00Z
1983174,Frans van Gool,1922-05-03T00:00:00Z,2015-10-25T00:00:00Z
1466758,Fritz Holland,1874-06-24T00:00:00Z,1959-07-29T00:00:00Z
1466359,Fritz Gerhard Mayr,1931-01-01T00:00:00Z,
1466522,Fritz Haller,1924-10-23T00:00:00Z,2012-10-15T00:00:00Z
2327379,Juan Bautista Sachetti,1690-03-17T00:00:00Z,1764-12-03T00:00:00Z
2327193,Sebastiano Mazzoni,1611-01-01T00:00:00Z,1678-04-22T00:00:00Z
1348469,Alois Machatschek,1928-11-25T00:00:00Z,2014-05-05T00:00:00Z
1977506,Joseph Karakis,1902-05-29T00:00:00Z,1988-02-23T00:00:00Z
1988232,Arend Rothuizen,1906-07-05T00:00:00Z,1990-02-06T00:00:00Z
2331518,Stanisław Zawadzki,1743-01-01T00:00:00Z,1806-10-19T00:00:00Z
1465868,Karl Krist,1883-10-25T00:00:00Z,1941-02-04T00:00:00Z
1465747,Fritz Block,1889-01-13T00:00:00Z,1955-01-23T00:00:00Z
1464802,Wilbrod Chabrol,1835-11-07T00:00:00Z,1919-08-02T00:00:00Z
1466088,Fritz Eggeling,1913-06-16T00:00:00Z,1966-03-02T00:00:00Z
2959633,Charles Lemaresquier,1870-10-16T00:00:00Z,1972-01-06T00:00:00Z
2959639,Charles Leroy,1816-03-05T00:00:00Z,1879-08-10T00:00:00Z
2381676,Jan de Jong,1917-07-19T00:00:00Z,2001-01-01T00:00:00Z
2381676,Jan de Jong,1917-07-19T00:00:00Z,2001-07-31T00:00:00Z
2380426,Jacobetty Rosa,1901-01-01T00:00:00Z,1970-01-01T00:00:00Z
2381464,Thomas Romein,1811-12-16T00:00:00Z,1881-02-24T00:00:00Z
1347426,Alessandro Vittoria,1525-01-01T00:00:00Z,1608-05-27T00:00:00Z
1348044,Nicholas Grimshaw,1939-10-09T00:00:00Z,
2332732,Emiel Van Averbeke,1876-07-10T00:00:00Z,1946-02-01T00:00:00Z
1995281,Peter Bekkers,1859-03-22T00:00:00Z,1918-01-16T00:00:00Z
2166604,Rosario Candela,1890-03-07T00:00:00Z,1953-10-03T00:00:00Z
2376348,Albert Hendrik van Rood,1885-05-22T00:00:00Z,1947-09-20T00:00:00Z
2380301,Pierre-Louis Moreau-Desproux,1727-01-01T00:00:00Z,1794-07-09T00:00:00Z
2379514,Marc Dessauvage,1931-03-13T00:00:00Z,1984-12-29T00:00:00Z
2165053,Rombout II Keldermans,1460-01-01T00:00:00Z,1531-12-15T00:00:00Z
2166558,Cosman Citroen,1881-08-26T00:00:00Z,1935-05-15T00:00:00Z
2166558,Cosman Citroen,1881-08-26T00:00:00Z,1935-01-01T00:00:00Z
2166558,Cosman Citroen,1881-01-01T00:00:00Z,1935-05-15T00:00:00Z
2166558,Cosman Citroen,1881-01-01T00:00:00Z,1935-01-01T00:00:00Z
1989387,Justus Vingboons,1620-01-01T00:00:00Z,1698-01-01T00:00:00Z
1990223,Robert Ingersoll Aitken,1878-05-08T00:00:00Z,1949-01-03T00:00:00Z
1999287,Norma Merrick Sklarek,1926-04-15T00:00:00Z,2012-02-06T00:00:00Z
1997633,Jacques Garcia,1947-09-25T00:00:00Z,
2172575,Rudolf Eisler,1881-05-08T00:00:00Z,1977-05-05T00:00:00Z
2172598,Rudolf Erdös,1876-07-29T00:00:00Z,1935-10-07T00:00:00Z
2336053,Frans Johan Louwrens Ghijsels,1882-09-08T00:00:00Z,1947-03-02T00:00:00Z
2336935,Stefan Leuer,1913-05-13T00:00:00Z,1979-02-21T00:00:00Z
2336569,Yaacov Gil,1908-01-01T00:00:00Z,1990-10-22T00:00:00Z
2337328,Stefan Polónyi,1930-07-06T00:00:00Z,2021-04-09T00:00:00Z
2337355,Jacob van Thienen,1350-01-01T00:00:00Z,1405-01-01T00:00:00Z
1985010,Nicholas Stone,1583-01-01T00:00:00Z,1647-08-24T00:00:00Z
1986378,Nicolas-Alexandre Salins,1753-02-07T00:00:00Z,1838-01-01T00:00:00Z
1986231,Nicola Salvi,1697-08-06T00:00:00Z,1751-02-08T00:00:00Z
1729950,Karl-Heinz Petzinka,1956-01-07T00:00:00Z,
2959646,Charles Letrosne,1868-01-01T00:00:00Z,1939-01-01T00:00:00Z
2959819,Charles Millardet,1800-08-07T00:00:00Z,1847-01-01T00:00:00Z
2959755,Charles Marteau,1814-01-02T00:00:00Z,1892-11-03T00:00:00Z
1997173,Norbert Schlesinger,1908-06-06T00:00:00Z,1980-03-02T00:00:00Z
1995947,Francesco Tamburini,1846-01-01T00:00:00Z,1890-01-01T00:00:00Z
2821326,Abdol-Aziz Mirza Farmanfarmaian,1920-01-01T00:00:00Z,2013-06-21T00:00:00Z
1987246,Nicolò Palma,1694-01-01T00:00:00Z,1779-01-01T00:00:00Z
1986823,Nicolaus Hartmann,1880-05-02T00:00:00Z,1956-07-17T00:00:00Z
1986657,Nicolas Petit,1876-06-21T00:00:00Z,1953-12-17T00:00:00Z
2386417,Paul Richard Thomann,1827-01-31T00:00:00Z,1873-01-01T00:00:00Z
1994650,Francesco Masini,1532-01-01T00:00:00Z,1603-01-01T00:00:00Z
1994650,Francesco Masini,1532-01-01T00:00:00Z,1601-01-01T00:00:00Z
1990466,Niklaus Sprüngli,1725-01-01T00:00:00Z,1802-12-08T00:00:00Z
1991097,Jan Brons,1865-01-20T00:00:00Z,1954-02-09T00:00:00Z
2342599,Josef Pleskot,1952-12-03T00:00:00Z,
2385381,Jacques Androuet II du Cerceau,1550-01-01T00:00:00Z,1614-09-16T00:00:00Z
2384994,Ajami Nakhchivani,1120-01-01T00:00:00Z,1300-01-01T00:00:00Z
2342706,Petre Antonescu,1873-06-29T00:00:00Z,1965-04-22T00:00:00Z
2174463,Rudolph Matthias Dallin,1680-01-01T00:00:00Z,1743-01-01T00:00:00Z
2174392,Eberhard Hillebrand,1840-04-30T00:00:00Z,1924-03-18T00:00:00Z
2174045,Rudolf Walter,1864-08-29T00:00:00Z,1941-04-07T00:00:00Z
2343132,Giovanni Battista Trevano,http://www.wikidata.org/.well-known/genid/af3e341e1672f703875f82bbdce11a95,1644-01-01T00:00:00Z
2340642,Jean-Baptiste Bouchardon,1667-05-16T00:00:00Z,1742-01-15T00:00:00Z
2342477,Josephus Marie Snickers,1851-06-12T00:00:00Z,1918-05-19T00:00:00Z
2339568,Paul Cauchie,1875-07-07T00:00:00Z,1952-09-01T00:00:00Z
2821833,Abraham Hirsch,1828-10-19T00:00:00Z,1913-12-11T00:00:00Z
2823058,Achille Duchêne,1866-11-01T00:00:00Z,1947-11-12T00:00:00Z
2821734,Abu Ishap Es-Saheli Altouwaidjin,1290-01-01T00:00:00Z,1346-01-01T00:00:00Z
2383012,André Ursault,1894-12-02T00:00:00Z,1971-02-02T00:00:00Z
2383915,Gilbert Talbourdeau,1863-11-14T00:00:00Z,1943-07-04T00:00:00Z
2356668,Giovanni Niccolò Servandoni,1695-05-02T00:00:00Z,1766-01-19T00:00:00Z
1348665,Tylman van Gameren,1632-07-03T00:00:00Z,1706-01-01T00:00:00Z
2167162,Jacques Hurks,1890-10-21T00:00:00Z,1977-07-18T00:00:00Z
2172955,Rudolf Heyn,1835-09-22T00:00:00Z,1916-06-01T00:00:00Z
2172895,Rudolf Heinrich Burnitz,1827-02-18T00:00:00Z,1880-11-13T00:00:00Z
2172755,Rudolf Wilhelm Gottgetreu,1821-04-23T00:00:00Z,1890-05-25T00:00:00Z
2172755,Rudolf Wilhelm Gottgetreu,1821-04-23T00:00:00Z,1890-01-01T00:00:00Z
2173389,Miguel Ángel de Quevedo,1862-09-27T00:00:00Z,1946-07-15T00:00:00Z
1349116,Giuseppe Gentile,1943-09-04T00:00:00Z,
1348779,Moritz Wilhelm Gottgetreu,1813-09-22T00:00:00Z,1885-02-26T00:00:00Z
2354332,Johan Franciscus Scheepers,1818-01-24T00:00:00Z,1886-03-04T00:00:00Z
2352216,Cornelis Jacobus Brill,1853-03-07T00:00:00Z,1929-05-15T00:00:00Z
2345018,Robert of Luzarches,1180-01-01T00:00:00Z,1222-01-01T00:00:00Z
2352422,Roger Pratt,1620-11-02T00:00:00Z,1684-02-20T00:00:00Z
2354454,Francesc Berenguer i Mestres,1866-07-21T00:00:00Z,1914-02-08T00:00:00Z
2172746,Rudolf Gleye,1880-12-26T00:00:00Z,1926-06-08T00:00:00Z
2172608,Rudolf Esterer,1879-11-23T00:00:00Z,1965-11-11T00:00:00Z
2343542,Gerrit Jan Rutgers,1877-11-16T00:00:00Z,1962-02-24T00:00:00Z
1349580,Matthew Brettingham,1699-01-01T00:00:00Z,1769-08-19T00:00:00Z
1349498,Philip Henslowe,1550-01-01T00:00:00Z,1616-01-06T00:00:00Z
2824337,Adhémar Lener,1850-01-01T00:00:00Z,
2823078,Achille Leclère,1785-10-29T00:00:00Z,1853-12-23T00:00:00Z
2823099,Achille Simon,1850-01-01T00:00:00Z,
1731760,Karl Indermühle,1877-04-28T00:00:00Z,1933-01-23T00:00:00Z
2173479,Rudolf Mönnich,1854-06-05T00:00:00Z,1922-08-13T00:00:00Z
2173727,Rudolf Schilling,1859-06-01T00:00:00Z,1933-12-19T00:00:00Z
2173876,Rudolf Steiner,1742-06-01T00:00:00Z,1804-03-01T00:00:00Z
1730620,Karl Börgemann,1851-04-22T00:00:00Z,1938-09-22T00:00:00Z
1730453,Karl Behlert,1870-07-05T00:00:00Z,1946-04-17T00:00:00Z
1730391,Karl August von Cohausen,1812-04-17T00:00:00Z,1894-12-02T00:00:00Z
1730362,Karl August Hiller,1852-02-27T00:00:00Z,1901-04-19T00:00:00Z
1730233,Karl Albert Gollwitzer,1839-12-17T00:00:00Z,1917-10-09T00:00:00Z
2344624,Arthur Staal,1907-07-03T00:00:00Z,1993-12-05T00:00:00Z
1730671,Karl Cornelius,1868-07-01T00:00:00Z,1938-01-15T00:00:00Z
1732655,Karl Radlbeck,1927-11-11T00:00:00Z,2003-10-01T00:00:00Z
1732866,Alfons Kropiwnicki,1803-01-29T00:00:00Z,1881-06-25T00:00:00Z
1732846,Karl Schmalhofer,1871-11-24T00:00:00Z,1960-06-10T00:00:00Z
1350728,James Wyatt,1746-08-03T00:00:00Z,1813-09-04T00:00:00Z
2824858,Adolphe Ledoux,1883-12-08T00:00:00Z,1969-10-16T00:00:00Z
2824806,Adolphe Dervaux son,1871-05-02T00:00:00Z,1945-11-01T00:00:00Z
2824906,Adolphe Samyn,1842-01-07T00:00:00Z,1903-08-26T00:00:00Z
2170979,Auke Bruinsma,1749-01-01T00:00:00Z,1819-01-01T00:00:00Z
2172334,Rudolf Angelides,1917-06-18T00:00:00Z,2000-10-11T00:00:00Z
2172149,Rudi Wach,1934-11-22T00:00:00Z,
2182915,Willem Wissing,1920-09-27T00:00:00Z,2008-09-20T00:00:00Z
2180774,Dries Kreijkamp,1937-01-31T00:00:00Z,2014-11-26T00:00:00Z
2181828,Arthur Verhaegen,1847-08-31T00:00:00Z,1917-09-05T00:00:00Z
2824704,Adolf Emil Melander,1845-02-28T00:00:00Z,1933-03-13T00:00:00Z
1731780,Karl Janisch,1870-11-06T00:00:00Z,1946-05-29T00:00:00Z
1732561,Karl Paul Andrae,1886-10-06T00:00:00Z,1945-02-13T00:00:00Z
1731955,Karl Knappe,1884-11-11T00:00:00Z,1970-03-20T00:00:00Z
2830898,Albert-Félix-Théophile Thomas,1847-08-11T00:00:00Z,1907-01-29T00:00:00Z
2180424,Ernest Stordiau,1855-10-10T00:00:00Z,1937-04-03T00:00:00Z
1349598,Jan Leeghwater,1575-01-01T00:00:00Z,1650-01-01T00:00:00Z
1350212,Rudolf Hellgrewe,1860-10-06T00:00:00Z,1935-01-01T00:00:00Z
1350301,Tullio Lombardo,1455-01-01T00:00:00Z,1532-11-17T00:00:00Z
2825101,Louis-Adrien Lusson,1788-08-04T00:00:00Z,1864-02-09T00:00:00Z
2180329,Édouard Niermans,1859-05-30T00:00:00Z,1928-10-19T00:00:00Z
2176967,Russell W. Porter,1871-12-13T00:00:00Z,1949-02-22T00:00:00Z
1730854,Karl Elkart,1880-09-15T00:00:00Z,1959-06-12T00:00:00Z
1731663,Karl Hofmann,1856-04-20T00:00:00Z,1933-12-28T00:00:00Z
1731582,Karl Helmut Bayer,1931-03-03T00:00:00Z,
1730747,Carl Dolezalek,1843-09-01T00:00:00Z,1930-01-24T00:00:00Z
1730759,Karl Dorfmeister,1876-08-09T00:00:00Z,1955-12-10T00:00:00Z
2182157,Dirk Roosenburg,1887-06-06T00:00:00Z,1962-01-11T00:00:00Z
2840793,Joaquín Saldaña y López,1870-03-10T00:00:00Z,1939-03-01T00:00:00Z
1705727,Josef Schömer,1857-12-08T00:00:00Z,1942-06-26T00:00:00Z
1705926,Vicente Mendiola Quezada,1900-03-07T00:00:00Z,1986-01-01T00:00:00Z
1705673,Josef Schmitz,1860-11-08T00:00:00Z,1936-03-29T00:00:00Z
1705926,Vicente Mendiola Quezada,1900-03-07T00:00:00Z,1993-02-23T00:00:00Z
1705787,Joseph Sheard,1813-10-11T00:00:00Z,1883-08-30T00:00:00Z
2825128,Adrien Blomme,1878-07-01T00:00:00Z,1940-05-14T00:00:00Z
1733523,Mario Roberto Álvarez,1913-11-14T00:00:00Z,2011-11-05T00:00:00Z
1733451,Karl Wimmenauer,1914-03-24T00:00:00Z,1997-05-15T00:00:00Z
1733385,Wilhelm Bareiss,1819-03-23T00:00:00Z,1895-07-12T00:00:00Z
2827986,Aimable Delune,1866-01-01T00:00:00Z,1923-01-01T00:00:00Z
2827353,Agustín Goovaerts,1885-01-01T00:00:00Z,1939-08-15T00:00:00Z
2830757,Alban Chambon,1847-06-13T00:00:00Z,1928-02-01T00:00:00Z
2841908,Jean-Baptiste Ernest Lacombe,1854-10-19T00:00:00Z,1922-09-30T00:00:00Z
1733862,Karljosef Schattner,1924-08-24T00:00:00Z,2012-04-10T00:00:00Z
1734185,Karol Tichy,1871-02-02T00:00:00Z,1939-11-27T00:00:00Z
1705563,Josef Rikus,1923-02-28T00:00:00Z,1989-01-01T00:00:00Z
1705651,Ludwig Zatzka,1857-08-25T00:00:00Z,1925-09-14T00:00:00Z
1705654,Josef Schmalzhofer,1835-01-22T00:00:00Z,1920-08-11T00:00:00Z
1351974,Erich Blunck,1872-04-18T00:00:00Z,1950-09-14T00:00:00Z
1351082,Eric Arthur,1898-07-01T00:00:00Z,1982-11-01T00:00:00Z
2845565,Anatole Bienaimé,1848-03-10T00:00:00Z,1911-05-25T00:00:00Z
2845633,Anatoly Polyansky,1928-01-29T00:00:00Z,1993-06-07T00:00:00Z
2845586,Anatole Kopp,1915-11-01T00:00:00Z,1990-05-06T00:00:00Z
2568688,Donald Steel,1937-08-23T00:00:00Z,
2846199,Andra Stevanović,1859-11-12T00:00:00Z,1929-11-15T00:00:00Z
2846164,Andoche Parthiot,1821-07-07T00:00:00Z,1900-04-25T00:00:00Z
2846310,Andrea Busiri Vici,1818-01-07T00:00:00Z,1911-11-12T00:00:00Z
2829609,Alain Bourbonnais,1925-06-22T00:00:00Z,1988-06-20T00:00:00Z
2846106,Anders Fredrik Granstedt,1800-01-24T00:00:00Z,1849-11-26T00:00:00Z
1744409,Klara Hautmann-Kiss,1920-10-08T00:00:00Z,2000-10-25T00:00:00Z
1705433,Josef Patzelt,1926-08-13T00:00:00Z,2015-11-01T00:00:00Z
1705096,Josef Lackner,1931-01-31T00:00:00Z,2000-09-13T00:00:00Z
1705558,Josef Riehl,1842-08-31T00:00:00Z,1917-12-17T00:00:00Z
1705357,Josef Nebehosteny,1852-08-08T00:00:00Z,1921-01-12T00:00:00Z
1705041,Josef Kranz,1901-02-28T00:00:00Z,1968-05-30T00:00:00Z
2831314,Albert Laprade,1883-11-29T00:00:00Z,1978-05-09T00:00:00Z
2831272,Albert Jasson,1849-01-01T00:00:00Z,1923-01-01T00:00:00Z
2357530,W.Ch. Kuijper,1879-10-18T00:00:00Z,1961-06-26T00:00:00Z
2359127,Valentin Vaerwyck,1882-03-03T00:00:00Z,1959-11-27T00:00:00Z
2830910,Albert Alexandrovitch Benois,1888-06-11T00:00:00Z,1960-08-13T00:00:00Z
2830934,Albert Baert,1863-04-23T00:00:00Z,1951-02-24T00:00:00Z
2830939,Albert Ballu,1849-06-01T00:00:00Z,1939-11-03T00:00:00Z
2847277,André Berthier,1907-03-18T00:00:00Z,2000-12-12T00:00:00Z
2847410,André Bérard,1871-12-11T00:00:00Z,1948-02-27T00:00:00Z
2847278,André Berthier,1811-07-25T00:00:00Z,1873-04-14T00:00:00Z
2847879,André Granet,1881-05-06T00:00:00Z,1974-10-27T00:00:00Z
2847506,André Chatillon,1782-12-07T00:00:00Z,1859-09-11T00:00:00Z
1706035,Josef Wessicken,1837-08-10T00:00:00Z,1918-10-19T00:00:00Z
1705956,Josef Vytiska,1905-02-19T00:00:00Z,1986-02-02T00:00:00Z
1705956,Josef Vytiska,1905-02-18T00:00:00Z,1986-02-02T00:00:00Z
1706035,Josef Wessicken,1837-01-01T00:00:00Z,1918-10-19T00:00:00Z
2571107,Wilfried Beck-Erlang,1924-02-24T00:00:00Z,2002-04-25T00:00:00Z
2566434,Andrey Kvasov,1720-01-01T00:00:00Z,1770-01-01T00:00:00Z
2566180,Michael Gottlieb Bindesbøll,1800-09-05T00:00:00Z,1856-07-14T00:00:00Z
1740407,Rutger van Langevelt,1635-02-15T00:00:00Z,1695-03-15T00:00:00Z
1741048,Sanmicheli Wolkenstein,1872-01-01T00:00:00Z,1910-03-03T00:00:00Z
1739051,Rodion Rodionowitsch Kasakow,1758-01-01T00:00:00Z,1803-01-01T00:00:00Z
2831134,Albert Dumont,1853-06-05T00:00:00Z,1929-10-26T00:00:00Z
2842233,Francisco Hurtado Izquierdo,1669-02-10T00:00:00Z,1725-06-30T00:00:00Z
2842372,Ambroise Baudry,1838-07-01T00:00:00Z,1906-07-03T00:00:00Z
2844625,Amédée Alby,1862-02-20T00:00:00Z,1942-10-26T00:00:00Z
1733007,Karl Siebold,1854-11-18T00:00:00Z,1937-07-16T00:00:00Z
1733044,Carl Spatz,1845-11-04T00:00:00Z,1907-12-14T00:00:00Z
1733602,Karl von Großheim,1841-10-15T00:00:00Z,1911-02-05T00:00:00Z
2570869,Willem Cornelis Metzelaar,1849-01-01T00:00:00Z,1918-08-18T00:00:00Z
2567012,Savva Chevakinsky,1709-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/929d37574e1011e49eba276b16b82a13
2567012,Savva Chevakinsky,1709-01-01T00:00:00Z,1783-01-01T00:00:00Z
2567012,Savva Chevakinsky,1713-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/929d37574e1011e49eba276b16b82a13
2567012,Savva Chevakinsky,1713-01-01T00:00:00Z,1783-01-01T00:00:00Z
1706036,Josef Wiedemann,1910-10-15T00:00:00Z,2001-04-18T00:00:00Z
1706291,Josep Amargós i Samaranch,1849-01-01T00:00:00Z,1918-01-01T00:00:00Z
1706368,Joseph Dutens,1765-10-15T00:00:00Z,1848-08-06T00:00:00Z
2566960,Antonio Barluzzi,1884-09-25T00:00:00Z,1960-12-14T00:00:00Z
2825254,Adrien Rey,1865-02-08T00:00:00Z,1959-06-13T00:00:00Z
2846318,Andrea Ceresola,1501-01-01T00:00:00Z,
2849049,Andrés de Vandelvira,1509-01-01T00:00:00Z,1575-01-01T00:00:00Z
1706370,Joseph-Michel Le Soufaché,1804-10-29T00:00:00Z,1887-01-01T00:00:00Z
1706659,Joseph Bonomi the Elder,1739-01-19T00:00:00Z,1808-03-09T00:00:00Z
2854032,Antoine Grumbach,1942-01-24T00:00:00Z,
2854127,Antoine Landry,1939-09-01T00:00:00Z,
2570404,Mart J. Stam,1886-01-06T00:00:00Z,1957-04-04T00:00:00Z
1706718,Joseph Cades,1855-09-15T00:00:00Z,1943-05-31T00:00:00Z
2573480,Wilhelm Jost,1887-02-28T00:00:00Z,1948-08-22T00:00:00Z
2573696,Wilhelm Koban,1885-10-02T00:00:00Z,1961-05-14T00:00:00Z
